Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator
22,0,Travel Rarely,292,Finance,7,3,Technical Degree,2,Male,31,1,1,Financial Manager,3,Married,25000000,6087,1,No,2.47,3,1,1,17,4,2,1.8,0.5,0.9,1.8,0.342,0.18,0.214,0.64
37,0,Travel Frequently,162,Finance,3,2,Life Sciences,2,Male,21,3,3,Analyst,1,Married,25000000,3171,1,Yes,0.0,3,2,1,15,2,3,7.0,0.5,0.0,1.0,0.006,0.063,0.12,0.124
46,0,Travel Frequently,377,Sales,10,4,Other,1,Female,41,2,2,Sales Executive,1,Married,25000000,8071,2,No,2.2,2,4,0,23,2,2,5.1,3.0,0.0,2.3,0.003,0.488,0.081,0.382
59,0,Travel Frequently,920,Sales,5,2,Technical Degree,3,Female,112,3,5,Sales Manager,3,Divorced,25000000,10000,1,No,2.83,3,3,1,11,4,2,0.5,0.5,0.0,0.5,0.0,0.333,0.312,0.333
44,0,Non-Travel,836,HR,20,3,Technical Degree,3,Female,103,3,3,HR Director,2,Married,23569465,10000,2,No,1.89,2,3,2,15,5,4,4.7,0.5,0.3,4.7,0.049,0.087,0.3,0.826
53,1,Travel Frequently,319,Finance,4,4,Life Sciences,2,Female,38,3,2,Controller,1,Married,24406787,6946,3,No,2.49,4,1,0,8,0,1,7.0,0.5,0.0,0.5,0.006,0.063,0.0,0.063
44,0,Non-Travel,295,HR,30,1,Business,2,Female,33,2,3,HR Director,3,Single,14645755,6062,2,Yes,1.51,3,2,0,1,0,3,1.7,1.7,1.2,0.6,0.45,0.634,0.0,0.23
22,0,Non-Travel,224,Finance,6,3,Technical Degree,3,Female,31,4,2,Analyst,3,Single,25000000,4627,2,No,1.87,4,4,2,13,3,4,10.5,1.3,0.3,0.5,0.022,0.109,0.204,0.044
41,0,Travel Rarely,513,Finance,3,1,Business,4,Male,59,3,2,Controller,3,Married,25000000,10000,1,No,0.66,3,2,0,18,3,3,0.5,0.5,0.0,0.5,0.0,0.333,0.154,0.333
38,0,Non-Travel,569,Operations,8,2,Medical,3,Female,75,1,1,Director of Ops,2,Married,25000000,10000,1,No,2.68,3,4,1,16,0,1,6.7,1.9,1.9,0.6,0.245,0.244,0.0,0.074
22,0,Non-Travel,298,HR,18,1,Life Sciences,3,Female,38,4,2,Recruiter,3,Married,10833333,6467,1,Yes,3.92,3,4,1,0,2,3,0.0,0.0,-0.5,0.0,-0.5,0.0,2.0,0.0
25,0,Travel Frequently,241,R&D,30,3,Technical Degree,2,Male,29,3,2,Technical Architect,2,Married,17138458,4954,2,Yes,2.34,3,2,2,6,1,2,4.3,2.1,0.1,4.0,0.021,0.405,0.137,0.762
48,0,Non-Travel,186,Sales,24,1,Life Sciences,2,Female,25,2,3,Account Manager,1,Single,25000000,3543,1,Yes,1.2,3,3,1,20,1,2,11.8,3.8,0.1,1.8,0.01,0.3,0.047,0.137
49,0,Non-Travel,606,Sales,7,3,Medical,4,Female,65,3,3,Sales Executive,3,Divorced,22350695,10000,2,No,1.35,3,3,1,9,5,4,6.7,6.7,0.7,2.3,0.087,0.87,0.479,0.296
26,0,Non-Travel,478,Sales,30,1,Business,2,Female,57,2,3,Regional Director,3,Married,25000000,10000,3,Yes,0.67,4,2,2,26,3,3,2.4,1.1,1.1,2.4,0.341,0.335,0.107,0.703
45,0,Travel Rarely,234,Sales,29,4,Other,3,Female,26,3,1,Account Manager,2,Married,25000000,4739,2,Yes,1.07,4,4,0,16,3,3,3.3,2.1,0.2,1.0,0.055,0.484,0.167,0.222
50,0,Non-Travel,686,Operations,1,4,Life Sciences,3,Female,84,4,3,VP Operations,2,Married,8645313,10000,1,Yes,3.15,2,3,0,0,0,1,0.7,0.7,0.2,0.7,0.132,0.422,0.0,0.422
48,0,Travel Frequently,586,R&D,7,4,Medical,3,Male,56,3,2,Research Lead,2,Divorced,22346835,10000,1,No,1.32,2,4,0,16,2,3,4.6,1.5,0.5,1.4,0.094,0.274,0.114,0.245
30,0,Non-Travel,1256,HR,12,3,Medical,1,Female,150,4,3,HR Director,1,Married,19712272,10000,1,No,2.41,1,2,3,16,3,3,8.1,0.5,0.0,3.2,0.004,0.055,0.169,0.359
49,0,Travel Frequently,495,Operations,10,4,Business,3,Female,57,1,4,Operations Manager,3,Single,15509801,10000,2,Yes,3.03,1,4,3,9,0,3,7.8,4.6,0.6,5.2,0.062,0.525,0.0,0.588
34,0,Non-Travel,310,R&D,9,3,Medical,3,Male,29,2,2,Technical Architect,3,Single,14007272,6086,3,Yes,1.46,3,2,0,3,6,2,3.2,1.0,0.7,0.7,0.171,0.244,1.437,0.165
41,0,Travel Rarely,420,R&D,13,3,Business,2,Female,48,1,4,Product Manager,1,Single,19705656,8712,2,No,2.06,3,4,0,3,2,3,3.9,3.9,0.0,0.6,0.0,0.795,0.41,0.114
30,0,Travel Frequently,1231,R&D,12,4,Other,4,Female,150,3,1,Research Lead,1,Single,18553486,10000,1,No,3.53,3,3,2,9,3,4,1.3,0.5,0.0,1.3,0.018,0.215,0.289,0.571
46,0,Travel Frequently,324,HR,2,2,Medical,2,Female,39,3,3,HR Director,3,Divorced,25000000,6573,4,No,2.8,4,3,1,21,2,2,16.2,1.9,0.1,1.5,0.006,0.111,0.088,0.087
43,0,Travel Rarely,475,Sales,3,3,Business,1,Male,48,3,3,Sales Manager,2,Single,18758353,10000,2,Yes,1.04,3,4,1,5,0,3,1.2,1.2,0.4,1.2,0.19,0.538,0.0,0.538
43,0,Travel Frequently,151,HR,13,2,Business,2,Male,20,1,5,Recruiter,4,Divorced,21782990,3592,2,No,1.49,2,3,0,6,3,4,4.2,4.2,1.7,1.3,0.334,0.808,0.385,0.243
55,0,Travel Rarely,510,Operations,4,2,Business,4,Female,64,4,3,VP Operations,3,Divorced,22639662,10000,2,No,1.7,3,4,3,9,2,3,5.6,3.2,1.1,4.2,0.166,0.48,0.187,0.631
46,0,Travel Rarely,101,Finance,2,3,Business,3,Female,21,2,2,Analyst,3,Divorced,25000000,2334,4,Yes,2.49,3,3,0,15,4,2,15.3,1.1,0.0,2.3,0.003,0.066,0.245,0.14
50,0,Travel Rarely,245,R&D,20,1,Medical,4,Male,29,1,5,Software Engineer,3,Divorced,25000000,4907,1,No,2.67,3,3,1,23,3,2,6.9,1.7,0.1,2.0,0.007,0.221,0.125,0.254
22,0,Travel Frequently,289,Sales,2,3,Other,1,Male,46,3,1,Regional Director,3,Single,14166666,6165,1,No,1.82,4,2,1,0,3,2,0.0,0.0,-0.5,0.0,-0.5,0.0,3.0,0.0
37,0,Travel Rarely,1089,Finance,1,3,Medical,3,Male,130,4,4,CFO,3,Married,25000000,10000,1,No,3.03,4,2,2,10,4,2,1.5,1.5,1.0,0.8,0.41,0.607,0.361,0.331
38,0,Non-Travel,317,R&D,21,3,Medical,3,Male,35,2,2,Technical Architect,4,Single,25000000,6614,2,No,4.44,3,4,0,20,2,3,3.2,1.2,1.1,1.9,0.266,0.285,0.095,0.456
40,0,Non-Travel,196,HR,13,4,Business,4,Male,25,4,4,Recruiter,3,Single,23271307,4072,1,No,3.3,3,1,2,7,3,2,7.4,1.1,0.2,1.5,0.019,0.132,0.356,0.172
26,0,Travel Frequently,342,Operations,4,3,Medical,1,Female,47,3,4,Operations Manager,1,Divorced,24433847,7220,3,No,2.34,3,1,3,8,2,2,8.6,1.4,0.0,3.7,0.002,0.143,0.208,0.391
54,0,Travel Rarely,237,Finance,1,4,Life Sciences,4,Female,31,3,3,Senior Analyst,1,Divorced,21899621,5268,2,No,2.5,3,4,1,8,6,2,9.0,1.3,0.1,0.5,0.011,0.131,0.601,0.05
28,0,Non-Travel,493,HR,2,3,Technical Degree,2,Female,73,3,3,HR Director,2,Married,25000000,10000,1,Yes,1.98,3,3,2,21,1,1,2.7,0.5,0.9,2.4,0.253,0.134,0.045,0.65
22,0,Travel Rarely,328,Finance,17,3,Business,2,Male,37,1,2,Analyst,2,Single,25000000,6742,1,No,3.25,3,2,0,15,3,4,11.3,3.1,0.4,2.0,0.029,0.255,0.183,0.165
40,0,Non-Travel,336,Finance,4,4,Other,2,Female,52,3,2,Financial Manager,4,Married,25000000,6990,2,No,3.06,3,2,1,17,6,2,2.8,0.5,0.3,1.9,0.07,0.13,0.329,0.5
43,0,Non-Travel,302,HR,12,4,Life Sciences,1,Male,34,2,3,HR Specialist,2,Married,25000000,6446,2,No,2.71,3,3,0,12,2,2,4.5,0.5,0.2,1.7,0.042,0.092,0.152,0.314
25,0,Travel Frequently,701,R&D,1,1,Life Sciences,2,Male,92,3,2,Technical Architect,3,Married,25000000,10000,2,No,1.74,3,3,1,20,6,2,3.4,3.4,0.5,0.5,0.112,0.772,0.283,0.114
22,0,Non-Travel,665,Finance,1,3,Other,3,Male,81,2,3,Controller,3,Single,25000000,10000,1,No,1.78,3,3,1,27,1,2,0.7,0.6,0.2,0.7,0.098,0.338,0.035,0.399
33,0,Travel Rarely,827,Sales,30,3,Other,3,Female,101,3,1,Sales Manager,4,Single,16943688,10000,1,No,0.03,3,4,2,7,1,3,1.3,1.3,0.8,0.5,0.342,0.561,0.114,0.219
43,0,Travel Frequently,287,Sales,1,3,Medical,3,Female,37,3,2,Account Manager,4,Married,25000000,6272,3,No,2.28,2,4,1,26,2,3,17.8,1.6,0.0,3.1,0.002,0.082,0.072,0.167
40,0,Non-Travel,1187,Operations,9,3,Other,2,Female,132,2,4,Operations Specialist,3,Married,25000000,10000,1,No,3.05,3,3,0,18,3,3,7.1,4.3,0.2,1.6,0.024,0.536,0.15,0.202
44,1,Travel Frequently,184,R&D,8,3,Technical Degree,1,Male,25,3,2,Software Engineer,3,Single,25000000,3473,5,No,1.37,4,2,3,18,3,2,6.3,1.6,0.3,0.9,0.037,0.219,0.154,0.121
31,0,Travel Rarely,191,Operations,3,4,Other,3,Female,30,3,1,Operations Manager,3,Married,16438341,4249,2,Yes,2.97,3,3,0,7,4,1,0.9,0.5,0.4,0.5,0.192,0.293,0.484,0.269
28,0,Travel Rarely,300,Sales,11,2,Other,3,Male,35,3,3,Sales Executive,1,Single,17916666,6030,3,No,2.05,4,2,1,0,0,1,0.0,0.0,-0.5,0.0,-0.5,0.0,0.0,0.0
52,0,Non-Travel,209,Operations,7,1,Other,1,Male,38,2,1,Process Engineer,4,Married,19383253,4350,2,No,1.45,4,4,1,5,1,3,5.2,0.8,1.9,2.1,0.313,0.123,0.161,0.33
22,0,Travel Rarely,1084,R&D,13,3,Medical,1,Female,130,4,2,Research Lead,4,Single,25000000,10000,1,No,3.12,3,4,1,15,5,1,6.7,4.3,0.1,1.3,0.015,0.564,0.311,0.169
45,0,Travel Frequently,609,R&D,12,3,Business,2,Female,76,1,2,Technical Architect,3,Single,15833333,10000,1,No,2.67,4,4,0,0,2,2,0.0,0.0,-0.5,0.0,-0.5,0.0,2.0,0.0
41,0,Travel Rarely,154,Finance,9,3,Life Sciences,4,Female,31,3,2,Controller,3,Divorced,24825789,3677,2,No,4.6,4,3,1,8,4,4,0.7,0.7,0.2,0.7,0.105,0.407,0.4,0.407
44,0,Non-Travel,373,R&D,12,4,Business,3,Male,31,3,5,Product Manager,3,Married,25000000,7814,2,Yes,0.19,4,3,1,11,1,2,0.8,0.8,0.3,0.8,0.189,0.459,0.079,0.459
44,0,Travel Frequently,100,Finance,9,4,Other,4,Female,21,1,1,Financial Manager,3,Single,17441043,2005,1,No,2.89,3,3,0,8,7,1,2.8,1.6,2.3,0.5,0.604,0.433,0.755,0.132
24,0,Travel Rarely,232,Sales,27,2,Medical,4,Female,21,3,2,Sales Manager,3,Divorced,25000000,5269,2,Yes,3.58,3,3,0,26,3,3,1.3,0.8,0.8,1.3,0.347,0.37,0.108,0.565
45,1,Travel Frequently,539,R&D,3,3,Technical Degree,2,Male,61,3,3,Product Manager,3,Single,23279207,10000,1,No,2.46,3,3,1,10,7,4,0.9,0.9,0.4,0.9,0.206,0.471,0.616,0.471
23,0,Non-Travel,344,Finance,14,4,Business,2,Male,47,3,3,Senior Analyst,4,Married,25000000,6824,1,No,3.3,4,4,1,25,1,2,15.5,1.9,0.1,2.0,0.005,0.113,0.037,0.123
39,0,Travel Frequently,564,HR,1,2,Medical,3,Female,61,1,2,HR Director,3,Single,24475191,10000,1,Yes,1.6,4,2,3,8,2,3,4.8,1.4,0.0,1.1,0.004,0.237,0.207,0.184
29,0,Travel Rarely,545,HR,4,3,Other,3,Male,70,1,3,Chief People Officer,3,Divorced,25000000,10000,3,Yes,3.06,3,2,1,14,6,2,2.7,2.7,1.1,1.0,0.3,0.73,0.383,0.28
52,0,Non-Travel,587,Sales,2,2,Medical,3,Female,74,4,1,Regional Director,3,Divorced,2500000,10000,3,Yes,2.92,1,2,0,2,3,4,2.7,0.7,0.6,0.5,0.159,0.198,0.815,0.136
47,0,Travel Frequently,1220,R&D,1,2,Medical,2,Female,145,3,4,Research Lead,2,Married,25000000,10000,1,No,2.61,3,2,1,13,1,3,7.1,1.4,0.1,1.0,0.014,0.173,0.069,0.119
41,0,Non-Travel,634,Finance,16,2,Medical,2,Male,75,2,4,Analyst,4,Divorced,22357633,10000,3,No,1.9,4,1,1,1,1,1,1.5,1.5,1.0,1.5,0.406,0.604,0.396,0.604
22,0,Non-Travel,645,Operations,6,3,Technical Degree,4,Female,94,2,3,VP Operations,3,Divorced,19795106,10000,2,Yes,4.45,4,3,0,1,1,1,1.9,1.9,0.3,1.9,0.094,0.653,0.347,0.653
42,1,Non-Travel,492,HR,5,4,Other,2,Male,66,2,2,HR Manager,3,Single,16806147,10000,4,No,1.99,2,4,0,10,1,1,10.3,1.7,0.4,6.8,0.035,0.153,0.084,0.597
46,0,Travel Rarely,1270,Finance,1,3,Medical,2,Female,150,2,3,Financial Manager,4,Married,20491138,10000,1,No,4.48,1,3,3,17,3,1,2.3,2.3,0.4,1.1,0.124,0.697,0.162,0.333
44,0,Travel Rarely,1098,R&D,2,3,Medical,3,Female,144,4,1,Technical Architect,1,Divorced,25000000,10000,2,Yes,2.86,3,1,2,17,3,2,5.2,0.5,0.2,3.0,0.032,0.081,0.159,0.489
52,0,Travel Rarely,382,R&D,19,3,Other,3,Female,48,2,1,Product Manager,4,Married,25000000,8271,1,No,1.22,4,4,2,25,5,1,0.5,0.5,0.0,0.5,0.0,0.333,0.187,0.333
56,0,Travel Rarely,885,Finance,12,2,Other,3,Female,111,3,2,Senior Analyst,3,Married,19273762,10000,1,No,3.72,3,2,1,8,1,3,5.5,0.5,0.0,3.2,0.004,0.077,0.106,0.49
42,0,Travel Frequently,221,Operations,1,1,Life Sciences,3,Female,26,3,3,VP Operations,3,Married,25000000,4757,1,No,2.24,3,1,2,15,2,3,2.8,0.9,0.7,0.9,0.183,0.243,0.119,0.233
48,0,Travel Rarely,900,Sales,6,4,Other,2,Male,117,4,3,Sales Executive,3,Single,25000000,10000,1,Yes,2.98,2,4,0,28,3,1,1.1,1.1,0.6,0.5,0.302,0.535,0.102,0.233
44,0,Non-Travel,831,HR,9,3,Business,3,Male,111,1,4,Recruiter,4,Divorced,18647818,10000,3,No,3.47,3,3,1,2,4,2,2.8,2.8,0.5,1.6,0.135,0.738,1.049,0.423
46,0,Non-Travel,637,Sales,2,3,Life Sciences,3,Male,88,2,1,Account Manager,2,Divorced,25000000,10000,2,No,4.08,2,4,1,23,2,1,6.9,3.7,0.4,1.2,0.054,0.471,0.083,0.155
22,0,Non-Travel,909,R&D,30,3,Life Sciences,2,Male,102,1,3,Data Scientist,2,Single,24480555,10000,4,No,3.69,2,2,2,16,2,1,5.6,1.2,0.3,1.1,0.038,0.187,0.114,0.173
39,0,Travel Rarely,258,Operations,7,3,Medical,4,Female,26,3,3,Director of Ops,3,Married,25000000,5324,2,Yes,1.24,4,2,3,16,1,3,6.1,1.2,0.7,2.2,0.096,0.172,0.056,0.314
36,0,Travel Frequently,426,Sales,1,4,Business,1,Male,68,3,1,Sales Executive,1,Divorced,19797231,8818,1,Yes,2.42,3,4,1,10,5,2,10.6,1.0,0.0,0.5,0.001,0.083,0.43,0.043
32,0,Non-Travel,137,R&D,6,1,Technical Degree,3,Male,24,2,3,Data Scientist,2,Married,25000000,2456,2,No,3.81,4,4,3,9,2,2,2.7,2.7,0.8,0.5,0.222,0.728,0.186,0.136
22,0,Non-Travel,515,Operations,22,2,Business,4,Male,65,1,3,Director of Ops,4,Married,24494625,10000,2,No,3.28,3,1,1,11,6,1,0.5,0.5,0.0,0.5,0.0,0.333,0.477,0.333
22,0,Non-Travel,485,Finance,2,3,Other,2,Male,68,1,3,Controller,3,Divorced,24092249,10000,1,No,0.0,4,3,2,6,1,1,1.1,1.1,0.6,1.1,0.278,0.519,0.139,0.519
48,0,Non-Travel,149,R&D,1,2,Medical,3,Male,20,1,1,Software Engineer,4,Single,25000000,3022,1,Yes,2.63,3,3,0,21,2,3,8.0,2.1,0.8,5.5,0.087,0.236,0.09,0.609
51,0,Non-Travel,327,Finance,4,3,Business,4,Female,43,4,1,Controller,3,Divorced,22320440,6985,1,No,1.08,3,1,1,13,3,1,7.5,6.1,1.3,1.7,0.148,0.723,0.212,0.199
31,0,Travel Frequently,764,Operations,3,2,Medical,2,Male,95,4,2,Director of Ops,4,Married,2500000,10000,5,No,2.93,1,2,1,0,5,1,0.4,0.4,-0.1,0.4,-0.045,0.304,3.482,0.304
45,0,Non-Travel,1002,Finance,15,3,Other,3,Female,117,1,2,Analyst,4,Single,20178414,10000,2,No,2.11,3,2,1,9,4,1,9.3,7.2,0.0,5.0,0.002,0.7,0.387,0.48
37,1,Travel Rarely,966,HR,9,2,Other,3,Male,117,1,2,HR Manager,3,Single,25000000,10000,1,No,1.22,4,3,1,11,3,2,2.5,2.0,0.9,2.5,0.269,0.567,0.231,0.711
22,0,Non-Travel,1168,Operations,12,2,Business,2,Female,149,3,1,Process Engineer,2,Single,19378132,10000,2,No,2.07,2,2,2,15,1,2,12.3,3.5,0.4,0.5,0.033,0.264,0.062,0.038
49,0,Travel Rarely,334,HR,1,3,Medical,4,Male,43,3,2,Recruiter,3,Divorced,25000000,7383,2,No,3.57,3,4,2,15,2,2,15.7,0.5,0.0,0.5,0.001,0.03,0.12,0.03
26,0,Non-Travel,674,HR,2,2,Business,3,Male,83,4,3,HR Director,3,Divorced,25000000,10000,3,Yes,3.66,3,1,1,15,0,4,1.2,0.5,0.5,1.2,0.248,0.232,0.0,0.536
39,0,Non-Travel,738,Operations,4,2,Technical Degree,3,Female,97,4,5,Operations Manager,2,Single,25000000,10000,2,No,0.27,4,2,0,23,1,1,11.6,2.1,0.4,0.5,0.03,0.17,0.041,0.04
38,0,Travel Frequently,125,Sales,30,4,Other,2,Male,28,4,4,Regional Director,3,Single,25000000,2608,2,No,2.01,3,3,1,9,5,3,4.4,4.2,1.1,4.4,0.2,0.763,0.471,0.816
44,0,Non-Travel,697,Sales,9,3,Medical,2,Female,91,3,3,Sales Manager,2,Married,24095249,10000,2,No,1.61,3,4,2,11,3,3,1.7,0.5,0.7,1.7,0.251,0.182,0.246,0.636
37,0,Travel Rarely,994,Operations,16,4,Technical Degree,3,Male,115,2,5,Process Engineer,3,Married,20527418,10000,2,No,3.19,2,3,0,5,1,2,5.4,5.4,0.5,5.4,0.083,0.844,0.153,0.844
39,0,Non-Travel,385,Operations,16,3,Life Sciences,2,Female,41,3,2,Process Engineer,4,Single,8136306,8215,1,No,3.25,1,4,0,7,2,2,2.3,2.3,1.2,1.5,0.367,0.701,0.241,0.462
40,0,Travel Rarely,594,R&D,8,3,Other,2,Male,68,4,4,Software Engineer,2,Married,25000000,10000,1,No,3.38,4,1,0,22,5,4,10.4,5.2,0.1,7.1,0.005,0.453,0.211,0.623
38,0,Travel Frequently,158,R&D,5,2,Medical,2,Female,24,1,2,Software Engineer,2,Single,25000000,3449,1,No,2.41,3,2,3,23,3,1,4.0,0.9,0.7,1.3,0.136,0.179,0.12,0.264
24,0,Travel Rarely,634,Finance,1,3,Business,2,Male,71,3,3,Senior Analyst,1,Single,25000000,10000,1,Yes,3.03,3,4,3,16,2,3,16.9,1.7,0.3,1.8,0.015,0.096,0.112,0.099
27,0,Non-Travel,812,HR,5,2,Life Sciences,2,Female,105,2,1,Recruiter,4,Single,25000000,10000,2,No,0.93,3,2,0,25,4,2,13.2,3.6,0.4,1.7,0.025,0.256,0.15,0.119
30,0,Travel Frequently,197,Operations,9,3,Other,3,Female,22,2,5,Process Engineer,4,Married,25000000,4231,1,No,1.5,3,3,0,13,3,4,5.7,0.5,0.0,3.5,0.004,0.075,0.206,0.523
22,0,Travel Rarely,444,R&D,7,4,Technical Degree,1,Female,57,2,2,Data Scientist,4,Single,21334472,9533,2,No,1.11,4,2,2,5,1,2,0.5,0.5,0.0,0.5,0.0,0.333,0.154,0.333
45,1,Non-Travel,248,Sales,12,4,Life Sciences,3,Female,26,3,4,VP Sales,2,Single,21810090,4730,1,No,4.62,3,3,0,5,1,2,6.0,2.6,1.0,0.5,0.145,0.379,0.143,0.072
43,0,Travel Rarely,274,Operations,16,2,Life Sciences,3,Female,38,1,3,Operations Specialist,4,Single,5738214,5645,2,No,2.24,1,2,3,2,2,2,2.8,1.8,0.7,2.2,0.195,0.458,0.523,0.572
52,0,Travel Rarely,329,Finance,6,3,Business,4,Male,31,3,2,Controller,4,Divorced,25000000,7047,1,No,2.16,4,4,0,14,3,3,10.2,1.3,0.0,3.9,0.002,0.119,0.196,0.351
48,0,Non-Travel,617,Sales,16,2,Medical,3,Female,75,3,2,Sales Manager,3,Divorced,23483137,10000,1,No,2.32,3,1,0,12,4,4,1.4,1.4,0.9,1.2,0.382,0.588,0.293,0.483
22,0,Travel Rarely,383,Operations,4,2,Technical Degree,2,Male,45,4,4,Director of Ops,4,Single,17392120,7679,1,Yes,2.35,3,4,1,1,1,4,0.5,0.5,0.0,0.5,0.0,0.333,0.391,0.333
32,0,Non-Travel,682,Operations,10,3,Medical,3,Male,84,3,1,Director of Ops,3,Single,16111130,10000,3,Yes,3.67,3,3,2,6,4,4,3.8,0.5,0.1,3.3,0.015,0.104,0.503,0.677
40,0,Travel Rarely,534,Sales,1,3,Technical Degree,3,Male,52,3,4,Sales Executive,1,Divorced,20090409,10000,2,No,2.39,3,3,0,4,2,3,0.6,0.6,0.1,0.6,0.085,0.39,0.38,0.39
45,0,Travel Rarely,345,R&D,5,3,Life Sciences,2,Female,42,3,3,Research Lead,1,Married,25000000,7491,1,No,2.12,4,3,0,9,1,4,0.6,0.6,0.1,0.5,0.083,0.389,0.094,0.306
59,0,Travel Frequently,673,R&D,13,4,Other,2,Female,86,3,5,Research Lead,3,Married,25000000,10000,2,No,0.34,3,2,0,14,1,4,5.0,4.3,4.5,1.3,0.751,0.718,0.065,0.211
35,0,Travel Rarely,594,HR,6,2,Other,3,Female,71,2,1,HR Specialist,2,Divorced,19964055,10000,2,No,3.85,4,3,3,5,2,3,0.7,0.5,0.2,0.7,0.092,0.303,0.294,0.395
45,0,Non-Travel,852,Finance,2,4,Medical,3,Male,110,1,2,Financial Manager,4,Divorced,25000000,10000,2,No,2.55,3,3,0,18,3,3,0.9,0.9,0.0,0.7,0.023,0.469,0.152,0.359
42,0,Non-Travel,222,HR,3,2,Technical Degree,3,Female,29,3,4,HR Manager,3,Married,25000000,4653,1,No,3.22,4,3,2,26,1,1,19.9,0.8,0.1,7.7,0.003,0.038,0.036,0.368
33,0,Travel Rarely,211,Finance,3,2,Other,2,Female,31,4,2,CFO,2,Single,25000000,4419,1,No,3.26,3,2,1,20,2,3,5.8,1.7,0.2,5.8,0.024,0.25,0.093,0.853
35,0,Non-Travel,206,R&D,30,2,Other,1,Female,22,4,2,Research Lead,3,Married,25000000,3519,1,No,1.6,3,4,0,16,3,1,1.9,1.7,1.0,0.5,0.326,0.584,0.167,0.17
27,0,Non-Travel,760,Finance,1,3,Business,4,Male,75,3,4,Senior Analyst,2,Single,25000000,10000,1,No,1.69,4,4,2,9,1,2,6.4,6.4,1.1,2.2,0.143,0.865,0.092,0.3
27,0,Non-Travel,779,Operations,20,4,Other,4,Male,101,1,2,VP Operations,3,Divorced,19050135,10000,1,No,2.94,3,2,2,8,3,4,8.2,0.6,0.1,3.3,0.012,0.064,0.325,0.356
40,0,Travel Frequently,599,Sales,7,3,Business,4,Male,67,3,2,Regional Director,1,Married,25000000,10000,1,No,2.5,4,4,1,28,5,3,12.3,0.5,0.2,1.0,0.012,0.038,0.167,0.071
29,0,Travel Rarely,570,Finance,6,3,Technical Degree,1,Male,79,4,2,Senior Analyst,3,Married,25000000,10000,1,No,4.17,4,3,2,10,2,3,10.2,0.5,0.0,1.4,0.003,0.045,0.178,0.122
25,0,Non-Travel,206,Operations,23,2,Life Sciences,4,Male,22,4,4,Process Engineer,3,Single,25000000,4475,1,No,1.57,4,4,1,10,1,1,0.5,0.5,0.0,0.5,0.0,0.333,0.085,0.333
35,0,Non-Travel,886,Finance,5,4,Life Sciences,3,Male,113,3,2,Senior Analyst,3,Married,16410411,10000,4,Yes,2.54,3,3,0,5,5,3,0.7,0.5,0.0,0.7,0.012,0.298,0.76,0.412
42,0,Travel Rarely,388,Sales,14,3,Business,2,Male,47,1,2,Account Manager,2,Married,10833333,7842,2,Yes,3.02,3,3,2,0,4,1,0.0,0.0,-0.5,0.0,-0.5,0.0,4.0,0.0
43,0,Travel Rarely,1257,Finance,4,1,Technical Degree,3,Male,150,3,3,Senior Analyst,2,Divorced,18114856,10000,4,Yes,4.32,3,3,1,5,2,4,1.7,1.0,0.2,1.7,0.061,0.378,0.323,0.629
37,0,Travel Frequently,646,Sales,3,1,Technical Degree,4,Male,92,3,3,Sales Executive,4,Married,19642380,10000,3,No,1.4,4,2,2,1,0,1,1.7,1.0,0.2,1.7,0.076,0.353,0.0,0.633
22,0,Travel Frequently,599,Sales,1,2,Life Sciences,3,Male,81,1,5,Sales Manager,4,Single,20000000,10000,2,No,2.82,3,2,0,0,4,4,0.0,0.0,-0.5,0.0,-0.5,0.0,4.0,0.0
42,0,Travel Rarely,236,R&D,8,3,Medical,1,Male,30,1,3,Product Manager,2,Divorced,18896501,5516,1,No,2.1,2,2,1,10,3,4,2.8,0.5,0.0,1.3,0.0,0.132,0.25,0.342
44,0,Travel Rarely,508,Operations,14,4,Technical Degree,4,Female,55,2,4,VP Operations,4,Single,25000000,10000,2,Yes,0.23,3,4,0,19,5,1,12.1,5.7,0.2,8.2,0.018,0.432,0.245,0.624
38,0,Travel Rarely,200,Sales,2,2,Business,2,Female,27,4,2,Regional Director,3,Divorced,22727068,3945,1,No,3.51,3,2,1,11,2,1,0.5,0.5,0.0,0.5,0.0,0.333,0.155,0.333
46,0,Non-Travel,217,Sales,28,3,Life Sciences,3,Female,30,4,1,Sales Executive,4,Divorced,18491897,4305,1,No,3.92,1,4,1,19,2,3,2.5,1.0,0.4,1.1,0.113,0.276,0.098,0.329
37,0,Travel Rarely,900,HR,2,3,Technical Degree,3,Female,111,4,3,Chief People Officer,2,Single,17040048,10000,3,No,3.31,1,4,1,14,6,3,4.7,4.7,0.3,1.3,0.056,0.823,0.397,0.231
22,0,Non-Travel,311,HR,13,2,Other,3,Female,37,2,1,Recruiter,4,Married,25000000,6522,2,No,3.49,3,3,1,21,1,3,0.7,0.5,0.1,0.7,0.073,0.288,0.045,0.424
